Sector,Category,SubCategory,Scenario_Name,Description,Current_Spend_USD,Projected_Savings_Pct,Projected_Savings_USD,Risk_Reduction_Pct,Implementation_Complexity,Timeline_Months
Professional Services,Consulting,IT Consulting,Aggressive Diversification,Reduce top supplier share to <30%,20260600,15,3039090.0,25,Low,12
Professional Services,Consulting,IT Consulting,Moderate Diversification,Reduce top supplier share to <40%,20260600,10,2026060.0,15,Low,9
Professional Services,Consulting,IT Consulting,Regional Expansion,Add Africa/Middle East suppliers,20260600,12,2431272.0,20,Low,7
Professional Services,Consulting,IT Consulting,Cost Optimization,Shift 20% spend to low-cost regions,20260600,8,1620848.0,12,High,3
Professional Services,Consulting,IT Consulting,Risk Mitigation,Dual-source all critical categories,20260600,5,1013030.0,18,Medium,11
Professional Services,Consulting,Management Consulting,Aggressive Diversification,Reduce top supplier share to <30%,14861600,15,2229240.0,25,High,5
Professional Services,Consulting,Management Consulting,Moderate Diversification,Reduce top supplier share to <40%,14861600,10,1486160.0,15,Medium,11
Professional Services,Consulting,Management Consulting,Regional Expansion,Add Africa/Middle East suppliers,14861600,12,1783392.0,20,High,6
Professional Services,Consulting,Management Consulting,Cost Optimization,Shift 20% spend to low-cost regions,14861600,8,1188928.0,12,Low,3
Professional Services,Consulting,Management Consulting,Risk Mitigation,Dual-source all critical categories,14861600,5,743080.0,18,High,9
Professional Services,Financial Services,Accounting,Aggressive Diversification,Reduce top supplier share to <30%,10062900,15,1509435.0,25,Medium,12
Professional Services,Financial Services,Accounting,Moderate Diversification,Reduce top supplier share to <40%,10062900,10,1006290.0,15,High,11
Professional Services,Financial Services,Accounting,Regional Expansion,Add Africa/Middle East suppliers,10062900,12,1207548.0,20,Low,6
Professional Services,Financial Services,Accounting,Cost Optimization,Shift 20% spend to low-cost regions,10062900,8,805032.0,12,Medium,7
Professional Services,Financial Services,Accounting,Risk Mitigation,Dual-source all critical categories,10062900,5,503145.0,18,Medium,5
Professional Services,Financial Services,Banking,Aggressive Diversification,Reduce top supplier share to <30%,5483700,15,822555.0,25,Low,8
Professional Services,Financial Services,Banking,Moderate Diversification,Reduce top supplier share to <40%,5483700,10,548370.0,15,Low,10
Professional Services,Financial Services,Banking,Regional Expansion,Add Africa/Middle East suppliers,5483700,12,658044.0,20,High,3
Professional Services,Financial Services,Banking,Cost Optimization,Shift 20% spend to low-cost regions,5483700,8,438696.0,12,High,9
Professional Services,Financial Services,Banking,Risk Mitigation,Dual-source all critical categories,5483700,5,274185.0,18,Medium,4
Professional Services,Financial Services,Insurance,Aggressive Diversification,Reduce top supplier share to <30%,3847900,15,577185.0,25,Medium,11
Professional Services,Financial Services,Insurance,Moderate Diversification,Reduce top supplier share to <40%,3847900,10,384790.0,15,Medium,5
Professional Services,Financial Services,Insurance,Regional Expansion,Add Africa/Middle East suppliers,3847900,12,461748.0,20,Low,10
Professional Services,Financial Services,Insurance,Cost Optimization,Shift 20% spend to low-cost regions,3847900,8,307832.0,12,High,6
Professional Services,Financial Services,Insurance,Risk Mitigation,Dual-source all critical categories,3847900,5,192395.0,18,Medium,9
Professional Services,Legal Services,Corporate Law,Aggressive Diversification,Reduce top supplier share to <30%,10978400,15,1646760.0,25,High,12
Professional Services,Legal Services,Corporate Law,Moderate Diversification,Reduce top supplier share to <40%,10978400,10,1097840.0,15,Low,11
Professional Services,Legal Services,Corporate Law,Regional Expansion,Add Africa/Middle East suppliers,10978400,12,1317408.0,20,High,11
Professional Services,Legal Services,Corporate Law,Cost Optimization,Shift 20% spend to low-cost regions,10978400,8,878272.0,12,Low,6
Professional Services,Legal Services,Corporate Law,Risk Mitigation,Dual-source all critical categories,10978400,5,548920.0,18,Low,7
Professional Services,Legal Services,Employment Law,Aggressive Diversification,Reduce top supplier share to <30%,7712800,15,1156920.0,25,Medium,8
Professional Services,Legal Services,Employment Law,Moderate Diversification,Reduce top supplier share to <40%,7712800,10,771280.0,15,High,12
Professional Services,Legal Services,Employment Law,Regional Expansion,Add Africa/Middle East suppliers,7712800,12,925536.0,20,Low,4
Professional Services,Legal Services,Employment Law,Cost Optimization,Shift 20% spend to low-cost regions,7712800,8,617024.0,12,High,9
Professional Services,Legal Services,Employment Law,Risk Mitigation,Dual-source all critical categories,7712800,5,385640.0,18,Medium,8
Professional Services,Legal Services,Intellectual Property,Aggressive Diversification,Reduce top supplier share to <30%,7093800,15,1064070.0,25,Medium,6
Professional Services,Legal Services,Intellectual Property,Moderate Diversification,Reduce top supplier share to <40%,7093800,10,709380.0,15,Medium,8
Professional Services,Legal Services,Intellectual Property,Regional Expansion,Add Africa/Middle East suppliers,7093800,12,851256.0,20,High,3
Professional Services,Legal Services,Intellectual Property,Cost Optimization,Shift 20% spend to low-cost regions,7093800,8,567504.0,12,Medium,5
Professional Services,Legal Services,Intellectual Property,Risk Mitigation,Dual-source all critical categories,7093800,5,354690.0,18,Medium,12
Professional Services,Marketing Services,Advertising,Aggressive Diversification,Reduce top supplier share to <30%,5291500,15,793725.0,25,Medium,12
Professional Services,Marketing Services,Advertising,Moderate Diversification,Reduce top supplier share to <40%,5291500,10,529150.0,15,Low,10
Professional Services,Marketing Services,Advertising,Regional Expansion,Add Africa/Middle East suppliers,5291500,12,634980.0,20,Low,6
Professional Services,Marketing Services,Advertising,Cost Optimization,Shift 20% spend to low-cost regions,5291500,8,423320.0,12,Low,8
Professional Services,Marketing Services,Advertising,Risk Mitigation,Dual-source all critical categories,5291500,5,264575.0,18,Low,4
Professional Services,Marketing Services,Digital Marketing,Aggressive Diversification,Reduce top supplier share to <30%,8040700,15,1206105.0,25,Low,3
Professional Services,Marketing Services,Digital Marketing,Moderate Diversification,Reduce top supplier share to <40%,8040700,10,804070.0,15,Low,12
Professional Services,Marketing Services,Digital Marketing,Regional Expansion,Add Africa/Middle East suppliers,8040700,12,964884.0,20,Low,7
Professional Services,Marketing Services,Digital Marketing,Cost Optimization,Shift 20% spend to low-cost regions,8040700,8,643256.0,12,Low,8
Professional Services,Marketing Services,Digital Marketing,Risk Mitigation,Dual-source all critical categories,8040700,5,402035.0,18,High,4
Professional Services,Marketing Services,Market Research,Aggressive Diversification,Reduce top supplier share to <30%,7208900,15,1081335.0,25,Medium,10
Professional Services,Marketing Services,Market Research,Moderate Diversification,Reduce top supplier share to <40%,7208900,10,720890.0,15,Medium,3
Professional Services,Marketing Services,Market Research,Regional Expansion,Add Africa/Middle East suppliers,7208900,12,865068.0,20,Medium,6
Professional Services,Marketing Services,Market Research,Cost Optimization,Shift 20% spend to low-cost regions,7208900,8,576712.0,12,High,11
Professional Services,Marketing Services,Market Research,Risk Mitigation,Dual-source all critical categories,7208900,5,360445.0,18,Low,6
Professional Services,Marketing Services,PR & Communications,Aggressive Diversification,Reduce top supplier share to <30%,5976200,15,896430.0,25,High,11
Professional Services,Marketing Services,PR & Communications,Moderate Diversification,Reduce top supplier share to <40%,5976200,10,597620.0,15,Medium,11
Professional Services,Marketing Services,PR & Communications,Regional Expansion,Add Africa/Middle East suppliers,5976200,12,717144.0,20,Medium,12
Professional Services,Marketing Services,PR & Communications,Cost Optimization,Shift 20% spend to low-cost regions,5976200,8,478096.0,12,High,5
Professional Services,Marketing Services,PR & Communications,Risk Mitigation,Dual-source all critical categories,5976200,5,298810.0,18,High,3
